AERONET Version 3
Beijing_PKU
Version 3: AOD Level 1.5
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
Contact: PI=Jing_Li; PI Email=Jing-li@pku.edu.cn
All Points,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
29:01:2021,04:38:37,29,29.193484,0.085225,0.100959,0.112624,-999.000000,-999.000000,0.130048,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.163886,-999.000000,-999.000000,0.183283,-999.000000,-999.000000,0.197219,0.216679,0.318417,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000330,0.000777,0.001391,-999.000000,-999.000000,0.002127,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003217,-999.000000,-999.000000,0.002504,-999.000000,-999.000000,0.004653,0.007504,0.005869,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.719218,0.667280,0.797761,0.683148,0.636365,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,57.894962,1.876953,3.300000,361.401102,1.025081,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,04:43:37,29,29.196956,0.085868,0.101241,0.113803,-999.000000,-999.000000,0.131552,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.165750,-999.000000,-999.000000,0.184712,-999.000000,-999.000000,0.199257,0.218989,0.317776,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004229,0.006220,0.004999,-999.000000,-999.000000,0.004297,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004516,-999.000000,-999.000000,0.004083,-999.000000,-999.000000,0.002376,0.001536,0.013334,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.716409,0.664066,0.790456,0.684698,0.647580,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,57.956152,1.880134,3.500000,361.401958,1.025058,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,04:48:37,29,29.200428,0.081146,0.095928,0.107350,-999.000000,-999.000000,0.124442,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.158622,-999.000000,-999.000000,0.176376,-999.000000,-999.000000,0.191537,0.211899,0.320410,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.004425,0.005392,0.004698,-999.000000,-999.000000,0.005933,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005569,-999.000000,-999.000000,0.007337,-999.000000,-999.000000,0.012269,0.013222,0.009687,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.738003,0.680898,0.815391,0.711241,0.698324,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,58.040650,1.884549,3.900000,361.402815,1.025035,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,04:58:37,29,29.207373,0.078995,0.092933,0.104876,-999.000000,-999.000000,0.121741,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.153581,-999.000000,-999.000000,0.171222,-999.000000,-999.000000,0.184536,0.204157,0.320750,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001759,0.000632,0.002819,-999.000000,-999.000000,0.002787,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001924,-999.000000,-999.000000,0.003927,-999.000000,-999.000000,0.003811,0.005932,0.003176,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.724614,0.662156,0.794422,0.694384,0.668114,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,58.279125,1.897142,4.600000,361.404529,1.024988,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:03:37,29,29.210845,0.079988,0.094582,0.106687,-999.000000,-999.000000,0.124524,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.157595,-999.000000,-999.000000,0.176529,-999.000000,-999.000000,0.190432,0.210483,0.315103,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000547,0.001210,0.001485,-999.000000,-999.000000,0.002560,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001374,-999.000000,-999.000000,0.002175,-999.000000,-999.000000,0.001258,0.002087,0.004844,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.742703,0.682283,0.811563,0.709983,0.668410,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,58.432809,1.905364,4.600000,361.405386,1.024965,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:08:37,29,29.214317,0.080600,0.096347,0.108750,-999.000000,-999.000000,0.125585,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.158431,-999.000000,-999.000000,0.178060,-999.000000,-999.000000,0.190819,0.210423,0.314217,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.005349,0.007206,0.007502,-999.000000,-999.000000,0.008829,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.010078,-999.000000,-999.000000,0.013183,-999.000000,-999.000000,0.012724,0.014261,0.015883,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.726654,0.669663,0.809957,0.685276,0.633570,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,58.609219,1.914907,4.800000,361.406242,1.024942,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:13:37,29,29.217789,0.081184,0.097430,0.108483,-999.000000,-999.000000,0.127702,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.162431,-999.000000,-999.000000,0.182139,-999.000000,-999.000000,0.198339,0.218649,0.320760,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001553,0.002215,0.000709,-999.000000,-999.000000,0.002080,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000872,-999.000000,-999.000000,0.001720,-999.000000,-999.000000,0.003201,0.002466,0.003626,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.763949,0.720873,0.826254,0.734274,0.696336,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,58.808144,1.925804,5.000000,361.407099,1.024919,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:18:37,29,29.221262,0.081654,0.097513,0.109739,-999.000000,-999.000000,0.128869,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.164943,-999.000000,-999.000000,0.185123,-999.000000,-999.000000,0.201981,0.223683,0.317901,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002313,0.000717,0.000550,-999.000000,-999.000000,0.001462,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002383,-999.000000,-999.000000,0.001892,-999.000000,-999.000000,0.004624,0.006563,0.006097,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.772685,0.731260,0.843729,0.741664,0.720812,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,59.029348,1.938096,5.100000,361.407956,1.024895,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:23:37,29,29.224734,0.080979,0.097727,0.109648,-999.000000,-999.000000,0.129196,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.164401,-999.000000,-999.000000,0.185209,-999.000000,-999.000000,0.202113,0.223817,0.319959,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000562,0.000384,0.001745,-999.000000,-999.000000,0.001047,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000619,-999.000000,-999.000000,0.000518,-999.000000,-999.000000,0.000709,0.001043,0.004534,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.771109,0.745254,0.836302,0.736751,0.721348,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,59.272575,1.951826,5.100000,361.408813,1.024872,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:28:37,29,29.228206,0.082644,0.099577,0.112402,-999.000000,-999.000000,0.131847,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.168087,-999.000000,-999.000000,0.190137,-999.000000,-999.000000,0.207691,0.229506,0.320176,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000575,0.000784,0.000473,-999.000000,-999.000000,0.002007,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002315,-999.000000,-999.000000,0.003241,-999.000000,-999.000000,0.002203,0.002949,0.001754,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.772912,0.763281,0.848865,0.732298,0.717441,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,59.537545,1.967046,5.200000,361.409669,1.024849,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:30:22,29,29.229421,0.082625,0.100663,0.112548,-999.000000,-999.000000,0.132124,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.171137,-999.000000,-999.000000,0.192379,-999.000000,-999.000000,0.212339,0.234951,0.322432,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001677,0.002153,0.001122,-999.000000,-999.000000,0.002214,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003421,-999.000000,-999.000000,0.004953,-999.000000,-999.000000,0.006443,0.006347,0.004658,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.794860,0.779691,0.876787,0.763255,0.763816,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,59.635367,1.972736,5.400000,361.409969,1.024841,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:33:37,29,29.231678,0.083772,0.101031,0.114124,-999.000000,-999.000000,0.134069,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.173230,-999.000000,-999.000000,0.196607,-999.000000,-999.000000,0.215945,0.239008,0.324688,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001306,0.000300,0.000834,-999.000000,-999.000000,0.000480,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001926,-999.000000,-999.000000,0.001082,-999.000000,-999.000000,0.000866,0.002187,0.002452,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.802090,0.795462,0.889063,0.759933,0.745270,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,59.823960,1.983814,5.300000,361.410526,1.024826,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:38:37,29,29.235150,0.081106,0.098652,0.111363,-999.000000,-999.000000,0.131397,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.170634,-999.000000,-999.000000,0.193997,-999.000000,-999.000000,0.212936,0.236178,0.320811,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001148,0.001005,0.001304,-999.000000,-999.000000,0.001997,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001290,-999.000000,-999.000000,0.001113,-999.000000,-999.000000,0.001028,0.001325,0.001871,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.818598,0.799128,0.905079,0.776957,0.750361,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,60.131502,2.002195,5.300000,361.411383,1.024802,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:43:37,29,29.238623,0.082586,0.100634,0.113239,-999.000000,-999.000000,0.133401,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.173740,-999.000000,-999.000000,0.197469,-999.000000,-999.000000,0.217096,0.239444,0.322492,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000262,0.001219,0.001160,-999.000000,-999.000000,0.001387,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002707,-999.000000,-999.000000,0.002389,-999.000000,-999.000000,0.001874,0.002877,0.004167,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.821263,0.804031,0.911800,0.779594,0.736260,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,60.459838,2.022260,5.400000,361.412240,1.024779,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:48:37,29,29.242095,0.083345,0.101253,0.114030,-999.000000,-999.000000,0.134426,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.175217,-999.000000,-999.000000,0.198528,-999.000000,-999.000000,0.219355,0.242945,0.326063,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000796,0.000485,0.000831,-999.000000,-999.000000,0.000701,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000642,-999.000000,-999.000000,0.000710,-999.000000,-999.000000,0.000307,0.000280,0.001237,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.820166,0.811535,0.907851,0.782326,0.771446,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,60.808618,2.044092,5.300000,361.413096,1.024756,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:53:37,29,29.245567,0.084134,0.102929,0.115945,-999.000000,-999.000000,0.137581,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.179999,-999.000000,-999.000000,0.205248,-999.000000,-999.000000,0.227550,0.252002,0.329198,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001055,0.000304,0.001464,-999.000000,-999.000000,0.001018,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001332,-999.000000,-999.000000,0.001673,-999.000000,-999.000000,0.003088,0.001978,0.001984,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.842394,0.846599,0.929471,0.800768,0.784715,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,61.177479,2.067781,5.300000,361.413953,1.024733,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,05:58:37,29,29.249039,0.084206,0.103383,0.115730,-999.000000,-999.000000,0.137742,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.180159,-999.000000,-999.000000,0.205603,-999.000000,-999.000000,0.228757,0.252742,0.332788,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000825,0.001852,0.001831,-999.000000,-999.000000,0.000884,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001854,-999.000000,-999.000000,0.001454,-999.000000,-999.000000,0.002247,0.003156,0.004438,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.846848,0.862762,0.930405,0.805561,0.790306,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,61.566046,2.093427,5.300000,361.414810,1.024710,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,06:03:37,29,29.252512,0.084329,0.102916,0.116000,-999.000000,-999.000000,0.137266,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.179879,-999.000000,-999.000000,0.204645,-999.000000,-999.000000,0.226909,0.250972,0.334596,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001643,0.002007,0.002031,-999.000000,-999.000000,0.001083,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.003042,-999.000000,-999.000000,0.003075,-999.000000,-999.000000,0.003427,0.003135,0.005013,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.839058,0.838992,0.929198,0.798928,0.780540,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,61.973932,2.121144,5.400000,361.415667,1.024686,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,06:08:37,29,29.255984,0.084097,0.102582,0.116145,-999.000000,-999.000000,0.137650,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.180296,-999.000000,-999.000000,0.206414,-999.000000,-999.000000,0.229632,0.254006,0.338803,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000950,0.000594,0.000950,-999.000000,-999.000000,0.001386,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001212,-999.000000,-999.000000,0.001475,-999.000000,-999.000000,0.001746,0.001714,0.004149,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.847216,0.873557,0.940100,0.800753,0.794128,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,62.400743,2.151058,5.500000,361.416524,1.024663,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
29:01:2021,06:13:37,29,29.259456,0.085066,0.104131,0.117059,-999.000000,-999.000000,0.138799,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.181444,-999.000000,-999.000000,0.208017,-999.000000,-999.000000,0.231306,0.256388,0.337530,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001407,0.001632,0.000960,-999.000000,-999.000000,0.001149,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001861,-999.000000,-999.000000,0.002735,-999.000000,-999.000000,0.003561,0.005631,0.003588,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.845948,0.876737,0.937839,0.797932,0.799785,-999.000000,lev15,779,Beijing_PKU,39.992000,116.310200,53.000000,62.846075,2.183307,5.600000,361.417380,1.024640,10:05:2024,9,1.640300,1.019600,0.868700,-999.,-999.,0.674900,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500500,-999.,-999.,0.440200,-999.,-999.,0.379900,0.339400,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
